,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_column
4548,AGO,Africa,Angola,04-02-22,98340.0,21.0,44.429,1896.0,0.0,0.429,2898.012,0.619,1.309,55.874,0.0,0.013,0.3,,,,,,,,,,,,,2768.0,0.082,0.0161,62.3,tests performed,,,,,,83460.0,,,,,2460.0,50754.0,0.15,70.37,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,AfricaAngola
4101,AGO,Africa,Angola,14-11-20,13374.0,146.0,148.429,322.0,5.0,2.714,394.123,4.303,4.374,9.489,0.147,0.08,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,AfricaAngola
108371,MAR,Africa,Morocco,24-08-20,53252.0,903.0,1384.857,920.0,32.0,34.143,1425.955,24.18,37.083,24.635,0.857,0.914,1.06,,,,,,,,,1779980.0,21110.0,47.663,0.565,21881.0,0.586,0.0633,15.8,people tested,,,,,,,,,,,,,,70.37,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,,AfricaMorocco
74314,IDN,Asia,Indonesia,06-07-20,64958.0,1209.0,1409.429,3241.0,70.0,62.286,235.047,4.375,5.1,11.727,0.253,0.225,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,,AsiaIndonesia
34938,COM,Africa,Comoros,23-09-21,4112.0,2.0,1.571,147.0,0.0,0.0,4628.254,2.251,1.769,165.456,0.0,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,547.0,324.0,0.036,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,,AfricaComoros
14112,BRB,North America,Barbados,15-10-20,218.0,3.0,2.143,7.0,0.0,0.0,757.713,10.427,7.448,24.33,0.0,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63,287708.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,,North AmericaBarbados
43123,DJI,Africa,Djibouti,04-05-20,1116.0,4.0,11.571,2.0,0.0,0.0,1113.554,3.991,11.546,1.996,0.0,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,AfricaDjibouti
11576,AZE,Asia,Azerbaijan,23-02-22,779783.0,1979.0,2861.429,9307.0,27.0,25.714,76274.749,193.577,279.892,910.367,2.641,2.515,0.48,,,,,,,,,6511864.0,10506.0,636.96,1.028,10718.0,1.048,0.267,3.7,tests performed,,,,,,35426.0,,,,,3465.0,2348.0,0.023,60.19,10223344.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,,,,,AsiaAzerbaijan
2019,ALB,Europe,Albania,03-06-21,132360.0,9.0,13.714,2451.0,0.0,0.571,46071.368,3.133,4.774,853.135,0.0,0.199,0.6,,,,,,,,,710122.0,3340.0,247.177,1.163,2945.0,1.025,0.0047,214.7,tests performed,787321.0,490050.0,297271.0,,,4040.0,27.4,17.06,10.35,,1406.0,1180.0,0.041,46.3,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,,EuropeAlbania
83805,KAZ,Asia,Kazakhstan,07-03-22,1392169.0,158.0,214.143,18979.0,12.0,6.0,73291.502,8.318,11.274,999.16,0.632,0.316,0.34,,,,,,,,,,,,,,,,,,,9409555.0,9039529.0,,,,,49.54,47.59,,,3815.0,0.02,62.04,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,,AsiaKazakhstan
30067,CYM,North America,Cayman Islands,01-11-20,240.0,0.0,0.143,1.0,0.0,0.0,3609.131,0.0,2.148,15.038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66498.0,256.496,,,,49903.029,,,13.22,,,,,83.92,,,,,,North AmericaCayman Islands
63974,GRD,North America,Grenada,14-09-20,24.0,0.0,0.0,,,,212.361,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,,North AmericaGrenada
165029,ARE,Asia,United Arab Emirates,28-07-20,59546.0,369.0,292.571,347.0,2.0,0.857,5959.914,36.933,29.283,34.731,0.2,0.086,0.98,,,,,,,,,4918917.0,43622.0,492.331,4.366,48959.0,4.9,0.006,167.3,tests performed,,,,,,,,,,,,,,56.48,9991083.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,,AsiaUnited Arab Emirates
14591,BRB,North America,Barbados,06-02-22,48239.0,462.0,606.571,286.0,0.0,1.0,167666.523,1605.795,2108.288,994.063,0.0,3.476,0.97,,,,,,,,,,,,,,,,,,306791.0,159075.0,147716.0,,116.0,139.0,106.63,55.29,51.34,,483.0,59.0,0.021,59.26,287708.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,,North AmericaBarbados
156263,TJK,Asia,Tajikistan,09-11-21,17486.0,0.0,0.0,125.0,0.0,0.0,1793.505,0.0,0.0,12.821,0.0,0.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,10589.0,,,,,1086.0,5350.0,0.055,29.63,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,,AsiaTajikistan
32797,CHL,South America,Chile,01-02-22,2190561.0,24577.0,27030.714,39733.0,12.0,27.143,114018.308,1279.228,1406.944,2068.096,0.625,1.413,1.46,474.0,24.672,,,197.0,10.254,2485.0,129.344,29792093.0,93028.0,1550.673,4.842,115198.0,5.996,0.2346,4.3,tests performed,46784899.0,17631267.0,16969902.0,12757880.0,72817.0,54666.0,243.51,91.77,88.33,66.4,2845.0,7547.0,0.039,35.65,19212362.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,,,,,South AmericaChile
44828,DOM,North America,Dominican Republic,14-11-20,133225.0,671.0,511.429,2282.0,2.0,2.714,12162.541,61.258,46.69,208.331,0.183,0.248,1.18,,,,,,,,,648559.0,4021.0,59.209,0.367,3668.0,0.335,0.1394,7.2,samples tested,,,,,,,,,,,,,,64.81,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,,North AmericaDominican Republic
127036,PHL,Asia,Philippines,26-09-20,301256.0,1895.0,2542.286,5284.0,88.0,50.571,2712.872,17.065,22.894,47.583,0.792,0.455,0.79,,,,,,,,,3430770.0,36939.0,30.895,0.333,34480.0,0.31,0.0737,13.6,people tested,,,,,,,,,,,,,,67.13,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,,AsiaPhilippines
131568,RUS,Europe,Russia,02-04-20,3548.0,771.0,386.857,30.0,6.0,3.857,24.316,5.284,2.651,0.206,0.041,0.026,2.34,,,,,,,,,575103.0,39103.0,3.941,0.268,50228.0,0.344,0.0077,129.8,tests performed,,,,,,,,,,,,,,87.04,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,,EuropeRussia
86878,KGZ,Asia,Kyrgyzstan,26-05-21,103207.0,207.0,284.0,1773.0,8.0,6.857,15570.549,31.23,42.846,267.488,1.207,1.035,1.04,,,,,,,,,,,,,,,,,,,,,,,3704.0,,,,,559.0,1761.0,0.027,50.0,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,,AsiaKyrgyzstan
53003,OWID_EUN,,European Union,02-03-22,109387501.0,525691.0,466964.714,1014659.0,1856.0,1589.429,244610.841,1175.543,1044.22,2268.967,4.15,3.554,,,,,,,,,,,,,,,,,,,850845456.0,332941207.0,323997826.0,212705766.0,497579.0,470402.0,190.26,74.45,72.45,47.56,1052.0,49641.0,0.011,,447189915.0,,,,,,,,,,,,,,,,,,,
166172,GBR,Europe,United Kingdom,10-07-21,5095131.0,31973.0,30141.857,128485.0,34.0,27.429,74700.874,468.763,441.917,1883.748,0.498,0.402,1.3,448.0,6.568,3040.0,44.57,,,3857.0,56.548,213237960.0,761918.0,3126.33,11.171,1110679.0,16.284,0.0271,36.8,tests performed,80646232.0,45881721.0,34764511.0,,305209.0,250969.0,118.24,67.27,50.97,,3680.0,86746.0,0.127,51.39,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,,EuropeUnited Kingdom
175422,ZMB,Africa,Zambia,04-11-20,16698.0,37.0,59.0,349.0,0.0,0.143,882.527,1.956,3.118,18.445,0.0,0.008,1.04,,,,,,,,,279302.0,4291.0,14.762,0.227,4979.0,0.263,0.0118,84.4,tests performed,,,,,,,,,,,,,,45.37,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
74942,IDN,Asia,Indonesia,26-03-22,5986830.0,0.0,4324.143,154343.0,0.0,106.286,21663.017,0.0,15.647,558.482,0.0,0.385,0.45,,,,,,,,,,,,,,,,,,,195719065.0,157569955.0,,,1249211.0,,70.82,57.02,,4520.0,165636.0,0.06,54.17,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,,AsiaIndonesia
160708,TTO,North America,Trinidad and Tobago,03-04-22,138425.0,266.0,228.143,3756.0,2.0,3.143,98637.284,189.543,162.567,2676.407,1.425,2.24,0.81,,,,,,,,,675674.0,,481.464,,980.0,0.698,0.21,4.8,people tested,,,,,,301.0,,,,,214.0,47.0,0.003,,1403374.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,,,,,North AmericaTrinidad and Tobago
51838,OWID_EUR,,Europe,06-03-21,35440627.0,158695.0,152095.571,834522.0,2661.0,3127.286,47319.598,211.886,203.075,1114.237,3.553,4.175,,,,,,,,,,,,,,,,,,,75311147.0,58248075.0,16980648.0,2766.0,2025915.0,1819775.0,10.06,7.78,2.27,0.0,2430.0,1413665.0,0.189,,748962983.0,,,,,,,,,,,,,,,,,,,
144954,SVN,Europe,Slovenia,20-11-21,398439.0,3236.0,3237.714,5044.0,22.0,17.714,191674.889,1556.725,1557.55,2426.49,10.583,8.522,0.98,264.0,127.001,1106.0,532.057,,,,,1885844.0,4743.0,907.213,2.282,7358.0,3.54,0.438,2.3,tests performed,2452627.0,1221731.0,1136861.0,236297.0,5348.0,12564.0,117.99,58.77,54.69,11.37,6044.0,1865.0,0.09,53.7,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,,EuropeSlovenia
122527,PAK,Asia,Pakistan,26-07-21,1011708.0,3262.0,2548.0,23087.0,39.0,34.143,4492.488,14.485,11.314,102.518,0.173,0.152,1.38,,,,,,,,,,,,,40279.0,0.179,0.0633,15.8,tests performed,25248858.0,20060157.0,5188701.0,,,261795.0,11.21,8.91,2.3,,1163.0,208318.0,0.093,69.44,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,,AsiaPakistan
102927,MUS,Africa,Mauritius,21-09-21,14863.0,128.0,154.429,60.0,1.0,2.143,11671.645,100.516,121.27,47.117,0.785,1.683,0.88,,,,,,,,,,,,,,,,,,,,,,,1811.0,,,,,1422.0,777.0,0.061,41.67,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,,AfricaMauritius
115107,NIC,North America,Nicaragua,05-07-21,8178.0,0.0,36.857,191.0,0.0,0.286,1220.164,0.0,5.499,28.497,0.0,0.043,0.26,,,,,,,,,,,,,,,,,,,,,,,4431.0,,,,,661.0,1523.0,0.023,2.78,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,,North AmericaNicaragua
19721,BOL,South America,Bolivia,31-07-21,473506.0,1548.0,790.143,17821.0,37.0,26.286,40015.935,130.821,66.775,1506.051,3.127,2.221,0.88,124.0,10.479,999.0,84.425,,,,,2092251.0,5831.0,176.816,0.493,7258.0,0.613,0.1089,9.2,tests performed,4505459.0,3106488.0,1627394.0,,17565.0,70110.0,38.08,26.25,13.75,,5925.0,33134.0,0.28,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,44678.2,53.2,68.97,3775.749315,South AmericaBolivia
88349,LVA,Europe,Latvia,14-04-21,109088.0,733.0,558.857,2019.0,17.0,10.429,58431.632,392.622,299.345,1081.452,9.106,5.586,1.06,,,676.0,362.091,,,,,2022342.0,18932.0,1083.242,10.141,15392.0,8.245,0.0363,27.5,tests performed,196656.0,169081.0,27621.0,4.0,6368.0,3783.0,10.53,9.06,1.48,0.0,2026.0,3642.0,0.195,56.48,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,,EuropeLatvia
66961,GIN,Africa,Guinea,21-06-21,23535.0,85.0,19.571,168.0,0.0,0.143,1743.69,6.298,1.45,12.447,0.0,0.011,1.21,,,,,,,,,,,,,,,,,,474743.0,348418.0,126325.0,,,6120.0,3.52,2.58,0.94,,453.0,3405.0,0.025,58.33,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,,AfricaGuinea
137894,STP,Africa,Sao Tome and Principe,19-04-20,4.0,0.0,0.0,,,,17.908,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,,AfricaSao Tome and Principe
93393,OWID_LIC,,Low income,17-08-20,155001.0,2148.0,1939.571,4799.0,37.0,51.286,233.032,3.229,2.916,7.215,0.056,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,,
90197,LBR,Africa,Liberia,09-04-20,31.0,17.0,3.571,4.0,1.0,,5.984,3.282,0.689,0.772,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,,AfricaLiberia
43691,DJI,Africa,Djibouti,23-11-21,13503.0,2.0,0.857,186.0,0.0,0.0,13473.399,1.996,0.855,185.592,0.0,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,607.0,653.0,0.065,49.07,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,AfricaDjibouti
77824,IRL,Europe,Ireland,15-08-21,324747.0,1758.0,1754.571,5059.0,0.0,2.143,65172.237,352.806,352.118,1015.271,0.0,0.43,1.1,48.0,9.633,248.0,49.77,34.0,6.849,234.0,46.934,6439720.0,20215.0,1292.363,4.057,20938.0,4.202,0.0838,11.9,tests performed,6509926.0,3577693.0,3164006.0,,33618.0,34144.0,130.65,71.8,63.5,,6852.0,11846.0,0.238,44.44,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,EuropeIreland
86705,KGZ,Asia,Kyrgyzstan,04-12-20,74373.0,440.0,403.571,1285.0,0.0,4.143,11220.445,66.382,60.886,193.864,0.0,0.625,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,,AsiaKyrgyzstan
131272,ROU,Europe,Romania,15-08-21,1087223.0,323.0,329.143,34348.0,6.0,4.571,56840.023,16.886,17.208,1795.714,0.314,0.239,1.46,98.0,5.123,994.0,51.966,,,,,,,,,31033.0,1.622,0.0106,94.3,tests performed,9585012.0,5116870.0,4992425.0,,5554.0,10495.0,50.11,26.75,26.1,,549.0,6718.0,0.035,55.09,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,59327.1,13.82,-0.37,3101.621036,EuropeRomania
91322,LBY,Africa,Libya,06-04-21,164318.0,876.0,866.714,2765.0,8.0,15.286,23613.868,125.889,124.554,397.354,1.15,2.197,1.01,,,,,,,,,,5547.0,,0.797,,,,,samples tested,,,,,,,,,,,,,,79.63,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,,AfricaLibya
140430,SRB,Europe,Serbia,08-12-20,234027.0,7818.0,7227.143,2062.0,57.0,58.571,34057.396,1137.735,1051.749,300.078,8.295,8.524,1.02,289.0,42.057,8317.0,1210.353,,,,,1936157.0,20514.0,281.764,2.985,19391.0,2.822,0.3727,2.7,people tested,,,,,,,,,,,,,,60.19,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,,EuropeSerbia
35990,COK,Oceania,Cook Islands,03-09-21,1.0,0.0,0.0,,,,56.909,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,1537.0,6.0,0.034,,17572.0,,,,,,,,,,,,,76.25,,,,,,OceaniaCook Islands
54240,FLK,South America,Falkland Islands,17-06-21,63.0,0.0,0.0,,,,17857.143,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.0,,,,,,,,,,,,,81.44,,,,,,South AmericaFalkland Islands
118134,MKD,Europe,North Macedonia,10-08-20,11942.0,103.0,116.286,528.0,1.0,4.0,5734.01,49.456,55.835,253.522,0.48,1.921,1.03,,,,,,,,,115487.0,762.0,55.452,0.366,1358.0,0.652,0.0856,11.7,tests performed,,,,,,,,,,,,,,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,,EuropeNorth Macedonia
167230,USA,North America,United States,20-03-22,79741950.0,11443.0,30393.286,971598.0,82.0,,239526.402,34.372,91.294,2918.456,0.246,,0.86,2938.0,8.825,15344.0,46.09,,,14071.0,42.266,841306463.0,343667.0,2527.09,1.032,878683.0,2.639,0.022,45.5,tests performed,559643132.0,255199472.0,217372471.0,97097660.0,71962.0,173989.0,168.56,76.87,65.47,29.25,524.0,46150.0,0.014,58.8,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,,North AmericaUnited States
79885,ITA,Europe,Italy,30-11-20,1601554.0,16376.0,24251.286,55576.0,672.0,731.857,26530.083,271.272,401.728,920.628,11.132,12.123,0.82,3744.0,62.02,36931.0,611.77,,,11979.0,198.435,21945099.0,130524.0,363.525,2.162,201083.0,3.331,0.1206,8.3,tests performed,,,,,,,,,,,,,,82.41,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,,EuropeItaly
132818,RWA,Africa,Rwanda,12-08-21,78303.0,449.0,562.714,930.0,10.0,10.0,5897.857,33.819,42.384,70.048,0.753,0.753,0.76,,,,,,,,,2188881.0,11270.0,164.869,0.849,10396.0,0.783,0.0541,18.5,samples tested,1073302.0,680470.0,392832.0,,,12921.0,8.08,5.13,2.96,,973.0,12864.0,0.097,54.63,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,,AfricaRwanda
76537,IRQ,Asia,Iraq,13-03-20,101.0,30.0,8.714,9.0,1.0,0.857,2.453,0.729,0.212,0.219,0.024,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,,AsiaIraq
52776,OWID_EUN,,European Union,18-07-21,33791482.0,34789.0,56997.0,741855.0,44.0,115.143,75564.052,77.795,127.456,1658.926,0.098,0.257,,,,,,,,,,,,,,,,,,,433274263.0,251468139.0,193814809.0,126527.0,2168334.0,3397348.0,96.89,56.23,43.34,0.03,7597.0,1104458.0,0.247,,447189915.0,,,,,,,,,,,,,,,,,,,
59554,GEO,Asia,Georgia,26-02-21,270137.0,337.0,348.0,3485.0,10.0,11.286,67877.489,84.678,87.442,875.678,2.513,2.836,0.84,,,,,,,,,1214825.0,25436.0,305.25,6.391,17114.0,4.3,0.0203,49.2,tests performed,,,,,,,,,,,,,,61.11,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,,AsiaGeorgia
85950,KWT,Asia,Kuwait,28-11-20,142195.0,319.0,351.571,875.0,1.0,1.714,32850.47,73.697,81.221,202.146,0.231,0.396,0.73,,,,,,,,,1086669.0,4242.0,251.047,0.98,5538.0,1.279,0.0635,15.8,tests performed,,,,,,,,,,,,,,71.3,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,,AsiaKuwait
144598,SVN,Europe,Slovenia,29-11-20,75381.0,1124.0,1439.0,1384.0,48.0,47.429,36263.129,540.717,692.252,665.793,23.091,22.816,1.03,192.0,92.364,1278.0,614.801,119.0,57.256,853.0,410.333,519120.0,1875.0,249.73,0.902,5728.0,2.756,0.25,4.0,tests performed,,,,,,,,,,,,,,87.04,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,1570.6,8.19,105.13,755.5600241,EuropeSlovenia
12342,BHS,North America,Bahamas,10-03-22,33188.0,8.0,5.143,771.0,0.0,0.0,83615.09,20.155,12.957,1942.486,0.0,0.0,0.65,,,,,,,,,223430.0,243.0,562.918,0.612,187.0,0.471,0.0275,36.4,tests performed,,,,,,251.0,,,,,632.0,72.0,0.018,62.96,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,,North AmericaBahamas
80092,ITA,Europe,Italy,25-06-21,4256451.0,751.0,792.714,127418.0,56.0,27.571,70509.016,12.44,13.131,2110.706,0.928,0.457,0.6,306.0,5.069,2205.0,36.526,65.0,1.077,539.0,8.929,70769618.0,192541.0,1172.314,3.189,179130.0,2.967,0.0044,226.0,tests performed,49470366.0,33195198.0,17498933.0,,618230.0,561476.0,81.95,54.99,28.99,,9301.0,279911.0,0.464,69.91,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,,EuropeItaly
46684,EGY,Africa,Egypt,18-09-21,296276.0,637.0,542.857,16951.0,16.0,13.0,2841.749,6.11,5.207,162.587,0.153,0.125,1.3,,,,,,,,,,,,,,,,,,,,,,,296353.0,,,,,2842.0,181441.0,0.174,43.52,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,,AfricaEgypt
60248,DEU,Europe,Germany,12-11-20,727553.0,21866.0,18567.143,11982.0,215.0,150.286,8671.62,260.618,221.3,142.812,2.563,1.791,1.09,3185.0,37.962,,,,,7051.0,84.04,,,,,219878.0,2.621,,,tests performed,,,,,,,,,,,,,,62.04,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,EuropeGermany
116584,NGA,Africa,Nigeria,28-05-21,166254.0,63.0,44.286,2071.0,0.0,0.571,786.44,0.298,0.209,9.797,0.0,0.003,1.07,,,,,,,,,,,,,8797.0,0.042,0.005,198.6,tests performed,1984242.0,1950298.0,33944.0,,16807.0,10427.0,0.94,0.92,0.02,,49.0,5578.0,0.003,52.78,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,,AfricaNigeria
1905,ALB,Europe,Albania,09-02-21,87528.0,1239.0,1084.857,1488.0,16.0,12.857,30466.415,431.266,377.613,517.937,5.569,4.475,1.12,,,,,,,,,374604.0,4562.0,130.391,1.588,3526.0,1.227,0.3077,3.3,tests performed,1127.0,689.0,438.0,,,82.0,0.04,0.02,0.02,,29.0,20.0,0.001,60.19,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,,EuropeAlbania
61125,GHA,Africa,Ghana,16-03-21,88228.0,243.0,213.0,698.0,7.0,6.0,2780.4,7.658,6.712,21.997,0.221,0.189,0.92,,,,,,,,,964174.0,2430.0,30.385,0.077,3491.0,0.11,0.061,16.4,tests performed,,,,,,19839.0,,,,,625.0,19839.0,0.063,50.93,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,,AfricaGhana
151970,SUR,South America,Suriname,31-07-20,1650.0,43.0,49.286,26.0,0.0,0.429,2788.114,72.66,83.281,43.934,0.0,0.724,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,-84.5,-3.69,1.66,-142.7852071,South AmericaSuriname
146582,ZAF,Africa,South Africa,24-08-20,611450.0,1677.0,3080.571,13159.0,100.0,168.143,10183.705,27.93,51.307,219.163,1.666,2.8,0.68,,,,,,,,,3564065.0,10640.0,59.36,0.177,21199.0,0.353,0.1453,6.9,people tested,,,,,,,,,,,,,,72.22,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,,AfricaSouth Africa
